Zip,state,Primary eGRID Subregion,Subregion annual CO2e output emission rate (lb/MWh)
94607,CA,CAMX,499.278
94608,CA,CAMX,499.278
94609,CA,CAMX,499.278
94610,CA,CAMX,499.278
94611,CA,CAMX,499.278
94612,CA,CAMX,499.278
94613,CA,CAMX,499.278
94614,CA,CAMX,499.278
94615,CA,CAMX,499.278
94617,CA,CAMX,499.278
94618,CA,CAMX,499.278
94619,CA,CAMX,499.278
94620,CA,CAMX,499.278
94621,CA,CAMX,499.278
94622,CA,CAMX,499.278
94623,CA,CAMX,499.278
94624,CA,CAMX,499.278
94649,CA,CAMX,499.278
94659,CA,CAMX,499.278
94660,CA,CAMX,499.278
94661,CA,CAMX,499.278
94662,CA,CAMX,499.278
94666,CA,CAMX,499.278
94701,CA,CAMX,499.278
94702,CA,CAMX,499.278
94703,CA,CAMX,499.278
94704,CA,CAMX,499.278
94705,CA,CAMX,499.278
94706,CA,CAMX,499.278
94707,CA,CAMX,499.278
94708,CA,CAMX,499.278
94709,CA,CAMX,499.278
94710,CA,CAMX,499.278
94712,CA,CAMX,499.278
94720,CA,CAMX,499.278
94801,CA,CAMX,499.278
94802,CA,CAMX,499.278
94803,CA,CAMX,499.278
94804,CA,CAMX,499.278
94805,CA,CAMX,499.278
94806,CA,CAMX,499.278
94807,CA,CAMX,499.278
94808,CA,CAMX,499.278
94820,CA,CAMX,499.278
94850,CA,CAMX,499.278
94901,CA,CAMX,499.278
94903,CA,CAMX,499.278
94904,CA,CAMX,499.278
94912,CA,CAMX,499.278
94913,CA,CAMX,499.278
94914,CA,CAMX,499.278
94915,CA,CAMX,499.278
94920,CA,CAMX,499.278
94922,CA,CAMX,499.278
94923,CA,CAMX,499.278
94924,CA,CAMX,499.278
94925,CA,CAMX,499.278
94926,CA,CAMX,499.278
94927,CA,CAMX,499.278
94928,CA,CAMX,499.278
94929,CA,CAMX,499.278
94930,CA,CAMX,499.278
94931,CA,CAMX,499.278
94933,CA,CAMX,499.278
94937,CA,CAMX,499.278
94938,CA,CAMX,499.278
94939,CA,CAMX,499.278
94940,CA,CAMX,499.278
94941,CA,CAMX,499.278
94942,CA,CAMX,499.278
94945,CA,CAMX,499.278
94946,CA,CAMX,499.278
94947,CA,CAMX,499.278
94948,CA,CAMX,499.278
94949,CA,CAMX,499.278
94950,CA,CAMX,499.278
94951,CA,CAMX,499.278
94952,CA,CAMX,499.278
94953,CA,CAMX,499.278
94954,CA,CAMX,499.278
94955,CA,CAMX,499.278
94956,CA,CAMX,499.278
94957,CA,CAMX,499.278
94960,CA,CAMX,499.278
94963,CA,CAMX,499.278
94964,CA,CAMX,499.278
94965,CA,CAMX,499.278
94966,CA,CAMX,499.278
94970,CA,CAMX,499.278
94971,CA,CAMX,499.278
94972,CA,CAMX,499.278
94973,CA,CAMX,499.278
94974,CA,CAMX,499.278
94975,CA,CAMX,499.278
94976,CA,CAMX,499.278
94977,CA,CAMX,499.278
94978,CA,CAMX,499.278
94979,CA,CAMX,499.278
94998,CA,CAMX,499.278
94999,CA,CAMX,499.278
95001,CA,CAMX,499.278
95002,CA,CAMX,499.278
95003,CA,CAMX,499.278
95004,CA,CAMX,499.278
95005,CA,CAMX,499.278
95006,CA,CAMX,499.278
95007,CA,CAMX,499.278
95008,CA,CAMX,499.278
95009,CA,CAMX,499.278
95010,CA,CAMX,499.278
95011,CA,CAMX,499.278
95012,CA,CAMX,499.278
95013,CA,CAMX,499.278
95014,CA,CAMX,499.278
95015,CA,CAMX,499.278
95017,CA,CAMX,499.278
95018,CA,CAMX,499.278
95019,CA,CAMX,499.278
95020,CA,CAMX,499.278
95021,CA,CAMX,499.278
95023,CA,CAMX,499.278
95024,CA,CAMX,499.278
95026,CA,CAMX,499.278
95030,CA,CAMX,499.278
95031,CA,CAMX,499.278
95032,CA,CAMX,499.278
95033,CA,CAMX,499.278
95035,CA,CAMX,499.278
95036,CA,CAMX,499.278
95037,CA,CAMX,499.278
95038,CA,CAMX,499.278
95039,CA,CAMX,499.278
95041,CA,CAMX,499.278
95042,CA,CAMX,499.278
95043,CA,CAMX,499.278
95044,CA,CAMX,499.278
95045,CA,CAMX,499.278
95046,CA,CAMX,499.278
95050,CA,CAMX,499.278
95051,CA,CAMX,499.278
95052,CA,CAMX,499.278
95053,CA,CAMX,499.278
95054,CA,CAMX,499.278
95055,CA,CAMX,499.278
95056,CA,CAMX,499.278
95060,CA,CAMX,499.278
95061,CA,CAMX,499.278
95062,CA,CAMX,499.278
95063,CA,CAMX,499.278
95064,CA,CAMX,499.278
95065,CA,CAMX,499.278
95066,CA,CAMX,499.278
95067,CA,CAMX,499.278
95070,CA,CAMX,499.278
95071,CA,CAMX,499.278
95073,CA,CAMX,499.278
95075,CA,CAMX,499.278
95076,CA,CAMX,499.278
95077,CA,CAMX,499.278
95101,CA,CAMX,499.278
95103,CA,CAMX,499.278
95106,CA,CAMX,499.278
95108,CA,CAMX,499.278
95109,CA,CAMX,499.278
95110,CA,CAMX,499.278
95111,CA,CAMX,499.278
95112,CA,CAMX,499.278
95113,CA,CAMX,499.278
95115,CA,CAMX,499.278
95116,CA,CAMX,499.278
95117,CA,CAMX,499.278
95118,CA,CAMX,499.278
95119,CA,CAMX,499.278
95120,CA,CAMX,499.278
95121,CA,CAMX,499.278
95122,CA,CAMX,499.278
95123,CA,CAMX,499.278
95124,CA,CAMX,499.278
95125,CA,CAMX,499.278
95126,CA,CAMX,499.278
95127,CA,CAMX,499.278
95128,CA,CAMX,499.278
95129,CA,CAMX,499.278
95130,CA,CAMX,499.278
95131,CA,CAMX,499.278
95132,CA,CAMX,499.278
95133,CA,CAMX,499.278
95134,CA,CAMX,499.278
95135,CA,CAMX,499.278
95136,CA,CAMX,499.278
95138,CA,CAMX,499.278
95139,CA,CAMX,499.278
95140,CA,CAMX,499.278
95141,CA,CAMX,499.278
95148,CA,CAMX,499.278
95150,CA,CAMX,499.278
95151,CA,CAMX,499.278
95152,CA,CAMX,499.278
95153,CA,CAMX,499.278
95154,CA,CAMX,499.278
95155,CA,CAMX,499.278
95156,CA,CAMX,499.278
95157,CA,CAMX,499.278
95158,CA,CAMX,499.278
95159,CA,CAMX,499.278
95160,CA,CAMX,499.278
95161,CA,CAMX,499.278
95164,CA,CAMX,499.278
95170,CA,CAMX,499.278
95172,CA,CAMX,499.278
95173,CA,CAMX,499.278
95190,CA,CAMX,499.278
95191,CA,CAMX,499.278
95192,CA,CAMX,499.278
95193,CA,CAMX,499.278
95194,CA,CAMX,499.278
95196,CA,CAMX,499.278
95201,CA,CAMX,499.278
95202,CA,CAMX,499.278
95203,CA,CAMX,499.278
95204,CA,CAMX,499.278
95205,CA,CAMX,499.278
95206,CA,CAMX,499.278
95207,CA,CAMX,499.278
95208,CA,CAMX,499.278
95209,CA,CAMX,499.278
95210,CA,CAMX,499.278
95211,CA,CAMX,499.278
95212,CA,CAMX,499.278
95213,CA,CAMX,499.278
95215,CA,CAMX,499.278
95219,CA,CAMX,499.278
95220,CA,CAMX,499.278
95221,CA,CAMX,499.278
95222,CA,CAMX,499.278
95223,CA,CAMX,499.278
95224,CA,CAMX,499.278
95225,CA,CAMX,499.278
95226,CA,CAMX,499.278
95227,CA,CAMX,499.278
95228,CA,CAMX,499.278
95229,CA,CAMX,499.278
95230,CA,CAMX,499.278
95231,CA,CAMX,499.278
95232,CA,CAMX,499.278
95233,CA,CAMX,499.278
95234,CA,CAMX,499.278
95236,CA,CAMX,499.278
95237,CA,CAMX,499.278
95240,CA,CAMX,499.278
95241,CA,CAMX,499.278
95242,CA,CAMX,499.278
95245,CA,CAMX,499.278
95246,CA,CAMX,499.278
95247,CA,CAMX,499.278
95248,CA,CAMX,499.278
95249,CA,CAMX,499.278
95250,CA,CAMX,499.278
95251,CA,CAMX,499.278
95252,CA,CAMX,499.278
95253,CA,CAMX,499.278
95254,CA,CAMX,499.278
95255,CA,CAMX,499.278
95257,CA,CAMX,499.278
95258,CA,CAMX,499.278
95267,CA,CAMX,499.278
95269,CA,CAMX,499.278
95296,CA,CAMX,499.278
95297,CA,CAMX,499.278
95301,CA,CAMX,499.278
95303,CA,CAMX,499.278
95304,CA,CAMX,499.278
95305,CA,CAMX,499.278
95306,CA,CAMX,499.278
95307,CA,CAMX,499.278
95309,CA,CAMX,499.278
95310,CA,CAMX,499.278
95311,CA,CAMX,499.278
95312,CA,CAMX,499.278
95313,CA,CAMX,499.278
95314,CA,CAMX,499.278
95315,CA,CAMX,499.278
95316,CA,CAMX,499.278
95317,CA,CAMX,499.278
95318,CA,CAMX,499.278
95319,CA,CAMX,499.278
95320,CA,CAMX,499.278
95321,CA,CAMX,499.278
95322,CA,CAMX,499.278
95323,CA,CAMX,499.278
95324,CA,CAMX,499.278
95325,CA,CAMX,499.278
95326,CA,CAMX,499.278
95327,CA,CAMX,499.278
95328,CA,CAMX,499.278
95329,CA,CAMX,499.278
95330,CA,CAMX,499.278
95333,CA,CAMX,499.278
95334,CA,CAMX,499.278
95335,CA,CAMX,499.278
95336,CA,CAMX,499.278
95337,CA,CAMX,499.278
95338,CA,CAMX,499.278
95340,CA,CAMX,499.278
95341,CA,CAMX,499.278
95343,CA,CAMX,499.278
95344,CA,CAMX,499.278
95345,CA,CAMX,499.278
95346,CA,CAMX,499.278
95347,CA,CAMX,499.278
95348,CA,CAMX,499.278
95350,CA,CAMX,499.278
95351,CA,CAMX,499.278
95352,CA,CAMX,499.278
95353,CA,CAMX,499.278
95354,CA,CAMX,499.278
95355,CA,CAMX,499.278
95356,CA,CAMX,499.278
95357,CA,CAMX,499.278
95358,CA,CAMX,499.278
95360,CA,CAMX,499.278
95361,CA,CAMX,499.278
95363,CA,CAMX,499.278
95364,CA,CAMX,499.278
95365,CA,CAMX,499.278
95366,CA,CAMX,499.278
95367,CA,CAMX,499.278
95368,CA,CAMX,499.278
95369,CA,CAMX,499.278
95370,CA,CAMX,499.278
95372,CA,CAMX,499.278
95373,CA,CAMX,499.278
95374,CA,CAMX,499.278
95375,CA,CAMX,499.278
95376,CA,CAMX,499.278
95377,CA,CAMX,499.278
95378,CA,CAMX,499.278
95379,CA,CAMX,499.278
95380,CA,CAMX,499.278
95381,CA,CAMX,499.278
95382,CA,CAMX,499.278
95383,CA,CAMX,499.278
95385,CA,CAMX,499.278
95386,CA,CAMX,499.278
95387,CA,CAMX,499.278
95388,CA,CAMX,499.278
95389,CA,CAMX,499.278
95391,CA,CAMX,499.278
95397,CA,CAMX,499.278
95401,CA,CAMX,499.278
95402,CA,CAMX,499.278
95403,CA,CAMX,499.278
95404,CA,CAMX,499.278
95405,CA,CAMX,499.278
95406,CA,CAMX,499.278
95407,CA,CAMX,499.278
95409,CA,CAMX,499.278
95410,CA,CAMX,499.278
95412,CA,CAMX,499.278
95415,CA,CAMX,499.278
95416,CA,CAMX,499.278
95417,CA,CAMX,499.278
95418,CA,CAMX,499.278
95419,CA,CAMX,499.278
95420,CA,CAMX,499.278
95421,CA,CAMX,499.278
95422,CA,CAMX,499.278
95423,CA,CAMX,499.278
95424,CA,CAMX,499.278
95425,CA,CAMX,499.278
95426,CA,CAMX,499.278
95427,CA,CAMX,499.278
95428,CA,CAMX,499.278
95429,CA,CAMX,499.278
95430,CA,CAMX,499.278
95431,CA,CAMX,499.278
95432,CA,CAMX,499.278
95433,CA,CAMX,499.278
95435,CA,CAMX,499.278
95436,CA,CAMX,499.278
95437,CA,CAMX,499.278
95439,CA,CAMX,499.278
95441,CA,CAMX,499.278
95442,CA,CAMX,499.278
95443,CA,CAMX,499.278
95444,CA,CAMX,499.278
95445,CA,CAMX,499.278
95446,CA,CAMX,499.278
95448,CA,CAMX,499.278
95449,CA,CAMX,499.278
95450,CA,CAMX,499.278
95451,CA,CAMX,499.278
95452,CA,CAMX,499.278
95453,CA,CAMX,499.278
95454,CA,CAMX,499.278
95456,CA,CAMX,499.278
95457,CA,CAMX,499.278
95458,CA,CAMX,499.278
95459,CA,CAMX,499.278
95460,CA,CAMX,499.278
95461,CA,CAMX,499.278
95462,CA,CAMX,499.278
95463,CA,CAMX,499.278
95464,CA,CAMX,499.278
95465,CA,CAMX,499.278
95466,CA,CAMX,499.278
95467,CA,CAMX,499.278
95468,CA,CAMX,499.278
95469,CA,CAMX,499.278
95470,CA,CAMX,499.278
95471,CA,CAMX,499.278
95472,CA,CAMX,499.278
95473,CA,CAMX,499.278
95476,CA,CAMX,499.278
95480,CA,CAMX,499.278
95481,CA,CAMX,499.278
95482,CA,CAMX,499.278
95485,CA,CAMX,499.278
95486,CA,CAMX,499.278
95487,CA,CAMX,499.278
95488,CA,CAMX,499.278
95490,CA,CAMX,499.278
95492,CA,CAMX,499.278
95493,CA,CAMX,499.278
95494,CA,CAMX,499.278
95497,CA,CAMX,499.278
95501,CA,CAMX,499.278
95502,CA,CAMX,499.278
95503,CA,CAMX,499.278
95511,CA,CAMX,499.278
95514,CA,CAMX,499.278
95518,CA,CAMX,499.278
95519,CA,CAMX,499.278
95521,CA,CAMX,499.278
95524,CA,CAMX,499.278
95525,CA,CAMX,499.278
95526,CA,CAMX,499.278
95527,CA,CAMX,499.278
95528,CA,CAMX,499.278
95531,CA,NWPP,605.872
95532,CA,NWPP,605.872
95534,CA,CAMX,499.278
95536,CA,CAMX,499.278
95537,CA,CAMX,499.278
95538,CA,NWPP,605.872
95540,CA,CAMX,499.278
95542,CA,CAMX,499.278
95543,CA,NWPP,605.872
95545,CA,CAMX,499.278
95546,CA,CAMX,499.278
95547,CA,CAMX,499.278
95548,CA,CAMX,499.278
95549,CA,CAMX,499.278
95550,CA,CAMX,499.278
95551,CA,CAMX,499.278
95552,CA,CAMX,499.278
95553,CA,CAMX,499.278
95554,CA,CAMX,499.278
95555,CA,CAMX,499.278
95556,CA,CAMX,499.278
95558,CA,CAMX,499.278
95559,CA,CAMX,499.278
95560,CA,CAMX,499.278
95562,CA,CAMX,499.278
95563,CA,CAMX,499.278
95564,CA,CAMX,499.278
95565,CA,CAMX,499.278
95567,CA,NWPP,605.872
95568,CA,NWPP,605.872
95569,CA,CAMX,499.278
95570,CA,CAMX,499.278
95571,CA,CAMX,499.278
95573,CA,CAMX,499.278
95585,CA,CAMX,499.278
95587,CA,CAMX,499.278
95589,CA,CAMX,499.278
95595,CA,CAMX,499.278
95601,CA,CAMX,499.278
95602,CA,CAMX,499.278
95603,CA,CAMX,499.278
95604,CA,CAMX,499.278
95605,CA,CAMX,499.278
95606,CA,CAMX,499.278
95607,CA,CAMX,499.278
95608,CA,CAMX,499.278
95609,CA,CAMX,499.278
95610,CA,CAMX,499.278
95611,CA,CAMX,499.278
95612,CA,CAMX,499.278
95613,CA,CAMX,499.278
95614,CA,CAMX,499.278
95615,CA,CAMX,499.278
95616,CA,CAMX,499.278
95617,CA,CAMX,499.278
95618,CA,CAMX,499.278
95619,CA,CAMX,499.278
95620,CA,CAMX,499.278
95621,CA,CAMX,499.278
95623,CA,CAMX,499.278
95624,CA,CAMX,499.278
95625,CA,CAMX,499.278
95626,CA,CAMX,499.278
95627,CA,CAMX,499.278
95628,CA,CAMX,499.278
95629,CA,CAMX,499.278
95630,CA,CAMX,499.278
95631,CA,CAMX,499.278
95632,CA,CAMX,499.278
95633,CA,CAMX,499.278
95634,CA,CAMX,499.278
95635,CA,CAMX,499.278
95636,CA,CAMX,499.278
95637,CA,CAMX,499.278
95638,CA,CAMX,499.278
95639,CA,CAMX,499.278
95640,CA,CAMX,499.278
95641,CA,CAMX,499.278
95642,CA,CAMX,499.278
95644,CA,CAMX,499.278
95645,CA,CAMX,499.278
95646,CA,CAMX,499.278
95648,CA,CAMX,499.278
95650,CA,CAMX,499.278
95651,CA,CAMX,499.278
95652,CA,CAMX,499.278
95653,CA,CAMX,499.278
95654,CA,CAMX,499.278
95655,CA,CAMX,499.278
95656,CA,CAMX,499.278
95658,CA,CAMX,499.278
95659,CA,CAMX,499.278
95660,CA,CAMX,499.278
95661,CA,CAMX,499.278
95662,CA,CAMX,499.278
95663,CA,CAMX,499.278
95664,CA,CAMX,499.278
95665,CA,CAMX,499.278
95666,CA,CAMX,499.278
95667,CA,CAMX,499.278
95668,CA,CAMX,499.278
95669,CA,CAMX,499.278
95670,CA,CAMX,499.278
95671,CA,CAMX,499.278
95672,CA,CAMX,499.278
95673,CA,CAMX,499.278
95674,CA,CAMX,499.278
95675,CA,CAMX,499.278
95676,CA,CAMX,499.278
95677,CA,CAMX,499.278
95678,CA,CAMX,499.278
95679,CA,CAMX,499.278
95680,CA,CAMX,499.278
95681,CA,CAMX,499.278
95682,CA,CAMX,499.278
95683,CA,CAMX,499.278
95684,CA,CAMX,499.278
95685,CA,CAMX,499.278
95686,CA,CAMX,499.278
95687,CA,CAMX,499.278
95688,CA,CAMX,499.278
95689,CA,CAMX,499.278
95690,CA,CAMX,499.278
95691,CA,CAMX,499.278
95692,CA,CAMX,499.278
95693,CA,CAMX,499.278
95694,CA,CAMX,499.278
95695,CA,CAMX,499.278
95696,CA,CAMX,499.278
95697,CA,CAMX,499.278
95698,CA,CAMX,499.278
95699,CA,CAMX,499.278
95701,CA,CAMX,499.278
95703,CA,CAMX,499.278
95709,CA,CAMX,499.278
95712,CA,CAMX,499.278
95713,CA,CAMX,499.278
95714,CA,CAMX,499.278
95715,CA,CAMX,499.278
95717,CA,CAMX,499.278
95720,CA,CAMX,499.278
95721,CA,CAMX,499.278
95722,CA,CAMX,499.278
95724,CA,CAMX,499.278
95726,CA,CAMX,499.278
95728,CA,CAMX,499.278
95735,CA,CAMX,499.278
95736,CA,CAMX,499.278
95741,CA,CAMX,499.278
95742,CA,CAMX,499.278
95746,CA,CAMX,499.278
95747,CA,CAMX,499.278
95757,CA,CAMX,499.278
95758,CA,CAMX,499.278
95759,CA,CAMX,499.278
95762,CA,CAMX,499.278
95763,CA,CAMX,499.278
95765,CA,CAMX,499.278
95776,CA,CAMX,499.278
95798,CA,CAMX,499.278
95799,CA,CAMX,499.278
95811,CA,CAMX,499.278
95812,CA,CAMX,499.278
95813,CA,CAMX,499.278
95814,CA,CAMX,499.278
95815,CA,CAMX,499.278
95816,CA,CAMX,499.278
95817,CA,CAMX,499.278
95818,CA,CAMX,499.278
95819,CA,CAMX,499.278
95820,CA,CAMX,499.278
95821,CA,CAMX,499.278
95822,CA,CAMX,499.278
95823,CA,CAMX,499.278
95824,CA,CAMX,499.278
95825,CA,CAMX,499.278
95826,CA,CAMX,499.278
95827,CA,CAMX,499.278
95828,CA,CAMX,499.278
95829,CA,CAMX,499.278
95830,CA,CAMX,499.278
95831,CA,CAMX,499.278
95832,CA,CAMX,499.278
95833,CA,CAMX,499.278
95834,CA,CAMX,499.278
95835,CA,CAMX,499.278
95836,CA,CAMX,499.278
95837,CA,CAMX,499.278
95838,CA,CAMX,499.278
95840,CA,CAMX,499.278
95841,CA,CAMX,499.278
95842,CA,CAMX,499.278
95843,CA,CAMX,499.278
95851,CA,CAMX,499.278
95852,CA,CAMX,499.278
95853,CA,CAMX,499.278
95860,CA,CAMX,499.278
95864,CA,CAMX,499.278
95865,CA,CAMX,499.278
95866,CA,CAMX,499.278
95867,CA,CAMX,499.278
95887,CA,CAMX,499.278
95894,CA,CAMX,499.278
95899,CA,CAMX,499.278
95901,CA,CAMX,499.278
95903,CA,CAMX,499.278
95910,CA,CAMX,499.278
95912,CA,CAMX,499.278
95913,CA,CAMX,499.278
95914,CA,CAMX,499.278
95915,CA,CAMX,499.278
95916,CA,CAMX,499.278
95917,CA,CAMX,499.278
95918,CA,CAMX,499.278
95919,CA,CAMX,499.278
95920,CA,CAMX,499.278
95922,CA,CAMX,499.278
95923,CA,CAMX,499.278
95924,CA,CAMX,499.278
95925,CA,CAMX,499.278
95926,CA,CAMX,499.278
95927,CA,CAMX,499.278
95928,CA,CAMX,499.278
95929,CA,CAMX,499.278
95930,CA,CAMX,499.278
95932,CA,CAMX,499.278
95934,CA,CAMX,499.278
95935,CA,CAMX,499.278
95936,CA,CAMX,499.278
95937,CA,CAMX,499.278
95938,CA,CAMX,499.278
95939,CA,CAMX,499.278
95940,CA,CAMX,499.278
95941,CA,CAMX,499.278
95942,CA,CAMX,499.278
95943,CA,CAMX,499.278
95944,CA,CAMX,499.278
95945,CA,CAMX,499.278
95946,CA,CAMX,499.278
95947,CA,CAMX,499.278
95948,CA,CAMX,499.278
95949,CA,CAMX,499.278
95950,CA,CAMX,499.278
95951,CA,CAMX,499.278
95953,CA,CAMX,499.278
95954,CA,CAMX,499.278
95955,CA,CAMX,499.278
95956,CA,CAMX,499.278
95957,CA,CAMX,499.278
95958,CA,CAMX,499.278
95959,CA,CAMX,499.278
95960,CA,CAMX,499.278
95961,CA,CAMX,499.278
95962,CA,CAMX,499.278
95963,CA,CAMX,499.278
95965,CA,CAMX,499.278
95966,CA,CAMX,499.278
95967,CA,CAMX,499.278
95968,CA,CAMX,499.278
95969,CA,CAMX,499.278
95970,CA,CAMX,499.278
95971,CA,CAMX,499.278
95972,CA,CAMX,499.278
95973,CA,CAMX,499.278
95974,CA,CAMX,499.278
95975,CA,CAMX,499.278
95976,CA,CAMX,499.278
95977,CA,CAMX,499.278
95978,CA,CAMX,499.278
95979,CA,CAMX,499.278
95980,CA,CAMX,499.278
95981,CA,CAMX,499.278
95982,CA,CAMX,499.278
95983,CA,CAMX,499.278
95984,CA,CAMX,499.278
95986,CA,CAMX,499.278
95987,CA,CAMX,499.278
95988,CA,CAMX,499.278
95991,CA,CAMX,499.278
95992,CA,CAMX,499.278
95993,CA,CAMX,499.278
96001,CA,CAMX,499.278
96002,CA,CAMX,499.278
96003,CA,CAMX,499.278
96006,CA,NWPP,605.872
96007,CA,CAMX,499.278
96008,CA,CAMX,499.278
96009,CA,CAMX,499.278
96010,CA,CAMX,499.278
96011,CA,CAMX,499.278
96013,CA,CAMX,499.278
96014,CA,NWPP,605.872
96015,CA,NWPP,605.872
96016,CA,CAMX,499.278
96017,CA,NWPP,605.872
96019,CA,CAMX,499.278
96020,CA,CAMX,499.278
96021,CA,CAMX,499.278
96022,CA,CAMX,499.278
96023,CA,NWPP,605.872
96024,CA,CAMX,499.278
96025,CA,NWPP,605.872
96027,CA,NWPP,605.872
96028,CA,CAMX,499.278
96029,CA,CAMX,499.278
96031,CA,CAMX,499.278
96032,CA,NWPP,605.872
96033,CA,CAMX,499.278
96034,CA,NWPP,605.872
96035,CA,CAMX,499.278
96037,CA,NWPP,605.872
96038,CA,NWPP,605.872
96039,CA,NWPP,605.872
96040,CA,CAMX,499.278
96041,CA,CAMX,499.278
96044,CA,NWPP,605.872
96046,CA,CAMX,499.278
96047,CA,CAMX,499.278
96048,CA,NWPP,605.872
96049,CA,NWPP,605.872
96050,CA,NWPP,605.872
96051,CA,CAMX,499.278
96052,CA,CAMX,499.278
96054,CA,NWPP,605.872
96055,CA,CAMX,499.278
96056,CA,CAMX,499.278
96057,CA,NWPP,605.872
96058,CA,NWPP,605.872
96059,CA,CAMX,499.278
96061,CA,CAMX,499.278
96062,CA,CAMX,499.278
96063,CA,CAMX,499.278
96064,CA,NWPP,605.872
96065,CA,CAMX,499.278
96067,CA,NWPP,605.872
96068,CA,CAMX,499.278
96069,CA,CAMX,499.278
96070,CA,CAMX,499.278
96071,CA,CAMX,499.278
96073,CA,CAMX,499.278
96074,CA,CAMX,499.278
96075,CA,CAMX,499.278
96076,CA,CAMX,499.278
96078,CA,CAMX,499.278
96079,CA,CAMX,499.278
96080,CA,CAMX,499.278
96084,CA,CAMX,499.278
96085,CA,NWPP,605.872
96086,CA,NWPP,605.872
96087,CA,CAMX,499.278
96088,CA,CAMX,499.278
96089,CA,CAMX,499.278
96090,CA,CAMX,499.278
96091,CA,NWPP,605.872
96092,CA,CAMX,499.278
96093,CA,CAMX,499.278
96094,CA,NWPP,605.872
96095,CA,CAMX,499.278
96096,CA,CAMX,499.278
96097,CA,NWPP,605.872
96099,CA,CAMX,499.278
96101,CA,NWPP,605.872
96103,CA,CAMX,499.278
96104,CA,NWPP,605.872
96105,CA,CAMX,499.278
96106,CA,CAMX,499.278
96107,CA,CAMX,499.278
96108,CA,NWPP,605.872
96109,CA,CAMX,499.278
96110,CA,NWPP,605.872
96111,CA,CAMX,499.278
96112,CA,NWPP,605.872
96113,CA,CAMX,499.278
96114,CA,CAMX,499.278
96115,CA,NWPP,605.872
96116,CA,NWPP,605.872
96117,CA,CAMX,499.278
96118,CA,CAMX,499.278
96119,CA,CAMX,499.278
96120,CA,CAMX,499.278
96121,CA,CAMX,499.278
96122,CA,CAMX,499.278
96123,CA,NWPP,605.872
96124,CA,CAMX,499.278
96125,CA,CAMX,499.278
96126,CA,CAMX,499.278
96127,CA,CAMX,499.278
96128,CA,CAMX,499.278
96129,CA,CAMX,499.278
96130,CA,CAMX,499.278
96132,CA,NWPP,605.872
96133,CA,CAMX,499.278
96134,CA,NWPP,605.872
96135,CA,CAMX,499.278
96136,CA,CAMX,499.278
96137,CA,CAMX,499.278
96140,CA,CAMX,499.278
96141,CA,CAMX,499.278
96142,CA,CAMX,499.278
96143,CA,CAMX,499.278
96145,CA,CAMX,499.278
96146,CA,CAMX,499.278
96148,CA,CAMX,499.278
96150,CA,CAMX,499.278
96151,CA,CAMX,499.278
96152,CA,CAMX,499.278
96154,CA,CAMX,499.278
96155,CA,CAMX,499.278
96156,CA,CAMX,499.278
96157,CA,CAMX,499.278
96158,CA,CAMX,499.278
96160,CA,NWPP,605.872
96161,CA,CAMX,499.278
96162,CA,CAMX,499.278
96701,HI,HIOA,1586.947
96703,HI,HIMS,1163.065
96704,HI,HIMS,1163.065
96705,HI,HIMS,1163.065
96706,HI,HIOA,1586.947
96707,HI,HIOA,1586.947
96708,HI,HIMS,1163.065
96709,HI,HIOA,1586.947
96710,HI,HIMS,1163.065
96712,HI,HIOA,1586.947
96713,HI,HIMS,1163.065
96714,HI,HIMS,1163.065
96715,HI,HIMS,1163.065
96716,HI,HIMS,1163.065
96717,HI,HIOA,1586.947
96718,HI,HIMS,1163.065
96719,HI,HIMS,1163.065
96720,HI,HIMS,1163.065
96721,HI,HIMS,1163.065
96722,HI,HIMS,1163.065
96725,HI,HIMS,1163.065
96726,HI,HIMS,1163.065
96727,HI,HIMS,1163.065
96728,HI,HIMS,1163.065
96729,HI,HIMS,1163.065
96730,HI,HIOA,1586.947
96731,HI,HIOA,1586.947
96732,HI,HIMS,1163.065
96733,HI,HIMS,1163.065
96734,HI,HIOA,1586.947
96737,HI,HIMS,1163.065
96738,HI,HIMS,1163.065
96739,HI,HIMS,1163.065
96740,HI,HIMS,1163.065
96741,HI,HIMS,1163.065
96742,HI,HIMS,1163.065
96743,HI,HIMS,1163.065
96744,HI,HIOA,1586.947
96745,HI,HIMS,1163.065
96746,HI,HIMS,1163.065
96747,HI,HIMS,1163.065
96748,HI,HIMS,1163.065
96749,HI,HIMS,1163.065
96750,HI,HIMS,1163.065
96751,HI,HIMS,1163.065
96752,HI,HIMS,1163.065
96753,HI,HIMS,1163.065
96754,HI,HIMS,1163.065
96755,HI,HIMS,1163.065
96756,HI,HIMS,1163.065
96757,HI,HIMS,1163.065
96759,HI,HIOA,1586.947
96760,HI,HIMS,1163.065
96761,HI,HIMS,1163.065
96762,HI,HIOA,1586.947
96763,HI,HIMS,1163.065
96764,HI,HIMS,1163.065
96765,HI,HIMS,1163.065
96766,HI,HIMS,1163.065
96767,HI,HIMS,1163.065
96768,HI,HIMS,1163.065
96769,HI,HIMS,1163.065
96770,HI,HIMS,1163.065
96771,HI,HIMS,1163.065
96772,HI,HIMS,1163.065
96773,HI,HIMS,1163.065
96774,HI,HIMS,1163.065
96776,HI,HIMS,1163.065
96777,HI,HIMS,1163.065
96778,HI,HIMS,1163.065
96779,HI,HIMS,1163.065
96780,HI,HIMS,1163.065
